Training setting: 
	{learning rate:0.001, batch size:24, optimizer:'SGD', total epochs:600}
	{autocast:'True', compile:'True', resume:'None'}
	{gradient accumulation: 8}
epoch    0 steps   3001:{'IoU': 0.1723980958,  'mse': 0.0406046170,  'ssim': 0.8822028808,  }
epoch    0 steps   6001:{'IoU': 0.1866920860,  'mse': 0.0427704348,  'ssim': 0.8500549399,  }
epoch    0 steps   9001:{'IoU': 0.2227553490,  'mse': 0.0399329466,  'ssim': 0.8591878917,  }
epoch    0 steps  12001:{'IoU': 0.2161120352,  'mse': 0.0405264621,  'ssim': 0.8461715366,  }
epoch    0 steps  15001:{'IoU': 0.2349291875,  'mse': 0.0388699754,  'ssim': 0.8593586271,  }
epoch    0 steps  18001:{'IoU': 0.2672133345,  'mse': 0.0370478951,  'ssim': 0.8770111198,  }
epoch    1 steps  21850:{'IoU': 0.2772748639,  'mse': 0.0368520145,  'ssim': 0.8807610900,  }
epoch    1 steps  24850:{'IoU': 0.2759494704,  'mse': 0.0364229757,  'ssim': 0.8833647048,  }
epoch    1 steps  27850:{'IoU': 0.2853889105,  'mse': 0.0354240627,  'ssim': 0.8928806852,  }
epoch    1 steps  30850:{'IoU': 0.2820393044,  'mse': 0.0365254967,  'ssim': 0.8838305433,  }
epoch    1 steps  33850:{'IoU': 0.3024600725,  'mse': 0.0350902740,  'ssim': 0.8991453247,  }
epoch    1 steps  36850:{'IoU': 0.2940753502,  'mse': 0.0358065619,  'ssim': 0.8915906459,  }
epoch    2 steps  40699:{'IoU': 0.2829487396,  'mse': 0.0365845513,  'ssim': 0.8825197156,  }
epoch    2 steps  43699:{'IoU': 0.2929216673,  'mse': 0.0356881238,  'ssim': 0.8842691035,  }
epoch    2 steps  46699:{'IoU': 0.3038162927,  'mse': 0.0346475205,  'ssim': 0.8922120790,  }
epoch    2 steps  49699:{'IoU': 0.2964574648,  'mse': 0.0351348845,  'ssim': 0.8934747994,  }
epoch    2 steps  52699:{'IoU': 0.3147883851,  'mse': 0.0338684205,  'ssim': 0.8989990858,  }
epoch    2 steps  55699:{'IoU': 0.2960278034,  'mse': 0.0358609559,  'ssim': 0.8877563569,  }
epoch    3 steps  59548:{'IoU': 0.3119951279,  'mse': 0.0337911726,  'ssim': 0.8976248591,  }
epoch    3 steps  62548:{'IoU': 0.3032433341,  'mse': 0.0348225128,  'ssim': 0.8830288152,  }
epoch    3 steps  65548:{'IoU': 0.3107307086,  'mse': 0.0344230447,  'ssim': 0.8833368298,  }
epoch    3 steps  68548:{'IoU': 0.3166338341,  'mse': 0.0341701496,  'ssim': 0.8918290622,  }
epoch    3 steps  71548:{'IoU': 0.3082781072,  'mse': 0.0347668011,  'ssim': 0.8902259632,  }
epoch    3 steps  74548:{'IoU': 0.3073002217,  'mse': 0.0352548149,  'ssim': 0.8842941427,  }
epoch    4 steps  78397:{'IoU': 0.3272619232,  'mse': 0.0334779188,  'ssim': 0.8923544306,  }
epoch    4 steps  81397:{'IoU': 0.3933273723,  'mse': 0.0321106512,  'ssim': 0.8982125858,  }
epoch    4 steps  84397:{'IoU': 0.3946192285,  'mse': 0.0326151716,  'ssim': 0.8905842094,  }
epoch    4 steps  87397:{'IoU': 0.3962394782,  'mse': 0.0320986387,  'ssim': 0.8929945029,  }
epoch    4 steps  90397:{'IoU': 0.3741078375,  'mse': 0.0346179802,  'ssim': 0.8776780533,  }
epoch    4 steps  93397:{'IoU': 0.3651678156,  'mse': 0.0353997410,  'ssim': 0.8750853180,  }
epoch    5 steps  97246:{'IoU': 0.3660806132,  'mse': 0.0351877758,  'ssim': 0.8693937438,  }
epoch    5 steps 100246:{'IoU': 0.3291086100,  'mse': 0.0386153754,  'ssim': 0.8564855062,  }
epoch    5 steps 103246:{'IoU': 0.3798958948,  'mse': 0.0341412463,  'ssim': 0.8779667326,  }
epoch    5 steps 106246:{'IoU': 0.3777081653,  'mse': 0.0345726597,  'ssim': 0.8744934594,  }
epoch    5 steps 109246:{'IoU': 0.4740914676,  'mse': 0.0277320958,  'ssim': 0.8861703879,  }
epoch    5 steps 112246:{'IoU': 0.4815580667,  'mse': 0.0274550277,  'ssim': 0.8972079585,  }
epoch    6 steps 116095:{'IoU': 0.4528331498,  'mse': 0.0291504038,  'ssim': 0.8816323604,  }
epoch    6 steps 119095:{'IoU': 0.4668634010,  'mse': 0.0283307745,  'ssim': 0.8858609353,  }
epoch    6 steps 122095:{'IoU': 0.4892342284,  'mse': 0.0264143645,  'ssim': 0.8915912344,  }
epoch    6 steps 125095:{'IoU': 0.4867177898,  'mse': 0.0265213619,  'ssim': 0.8919417080,  }
epoch    6 steps 128095:{'IoU': 0.4907398760,  'mse': 0.0262674407,  'ssim': 0.8907656398,  }
epoch    6 steps 131095:{'IoU': 0.5003138936,  'mse': 0.0257301503,  'ssim': 0.8976613544,  }
epoch    7 steps 134944:{'IoU': 0.5198988888,  'mse': 0.0243693844,  'ssim': 0.9040573599,  }
epoch    7 steps 137944:{'IoU': 0.4803459651,  'mse': 0.0272436478,  'ssim': 0.8927667574,  }
epoch    7 steps 140944:{'IoU': 0.4714639864,  'mse': 0.0279019696,  'ssim': 0.8917137888,  }
epoch    7 steps 143944:{'IoU': 0.4984890604,  'mse': 0.0261519767,  'ssim': 0.8986148592,  }
epoch    7 steps 146944:{'IoU': 0.4873835898,  'mse': 0.0268043882,  'ssim': 0.9006128652,  }
epoch    7 steps 149944:{'IoU': 0.4805590705,  'mse': 0.0276230078,  'ssim': 0.8999317831,  }
epoch    8 steps 153793:{'IoU': 0.5143285035,  'mse': 0.0246068423,  'ssim': 0.9017017435,  }
epoch    8 steps 156793:{'IoU': 0.4989512357,  'mse': 0.0261047234,  'ssim': 0.9021604434,  }
epoch    8 steps 159793:{'IoU': 0.5093024782,  'mse': 0.0249284050,  'ssim': 0.8998705027,  }
epoch    8 steps 162793:{'IoU': 0.4968315227,  'mse': 0.0259720299,  'ssim': 0.9008158253,  }
epoch    8 steps 165793:{'IoU': 0.5106775069,  'mse': 0.0251021646,  'ssim': 0.9033712969,  }
epoch    8 steps 168793:{'IoU': 0.4965907207,  'mse': 0.0261754203,  'ssim': 0.8992725060,  }
epoch    9 steps 172642:{'IoU': 0.4990744517,  'mse': 0.0258434482,  'ssim': 0.8976991198,  }
epoch    9 steps 175642:{'IoU': 0.5048962039,  'mse': 0.0249252271,  'ssim': 0.8969721597,  }
epoch    9 steps 178642:{'IoU': 0.4987481299,  'mse': 0.0259092268,  'ssim': 0.8983603540,  }
epoch    9 steps 181642:{'IoU': 0.5104321019,  'mse': 0.0250087317,  'ssim': 0.9045227162,  }
epoch    9 steps 184642:{'IoU': 0.5040497298,  'mse': 0.0251365871,  'ssim': 0.8966521697,  }
epoch    9 steps 187642:{'IoU': 0.5139793083,  'mse': 0.0249940664,  'ssim': 0.9050229718,  }
epoch   10 steps 191491:{'IoU': 0.5253117929,  'mse': 0.0238681043,  'ssim': 0.9046368614,  }
epoch   10 steps 194491:{'IoU': 0.5168941106,  'mse': 0.0243510775,  'ssim': 0.9042368323,  }
epoch   10 steps 197491:{'IoU': 0.5010689872,  'mse': 0.0256842847,  'ssim': 0.9000855792,  }
epoch   10 steps 200491:{'IoU': 0.5082558008,  'mse': 0.0251739945,  'ssim': 0.8996398669,  }
epoch   10 steps 203491:{'IoU': 0.5215256001,  'mse': 0.0242106085,  'ssim': 0.9050384574,  }
epoch   10 steps 206491:{'IoU': 0.5176221141,  'mse': 0.0244577560,  'ssim': 0.9046867088,  }
epoch   11 steps 210340:{'IoU': 0.5088560396,  'mse': 0.0252063211,  'ssim': 0.9005393827,  }
epoch   11 steps 213340:{'IoU': 0.5135564511,  'mse': 0.0246149532,  'ssim': 0.9009677854,  }
epoch   11 steps 216340:{'IoU': 0.5028781841,  'mse': 0.0255332587,  'ssim': 0.8942046084,  }
epoch   11 steps 219340:{'IoU': 0.5096517506,  'mse': 0.0252524529,  'ssim': 0.9004395661,  }
epoch   11 steps 222340:{'IoU': 0.5359412927,  'mse': 0.0231156606,  'ssim': 0.9065635835,  }
epoch   11 steps 225340:{'IoU': 0.4972864716,  'mse': 0.0262549227,  'ssim': 0.8979671119,  }
epoch   12 steps 229189:{'IoU': 0.5480952199,  'mse': 0.0221477906,  'ssim': 0.9087799126,  }
epoch   12 steps 232189:{'IoU': 0.5371734873,  'mse': 0.0231675834,  'ssim': 0.9062682283,  }
epoch   12 steps 235189:{'IoU': 0.5272445241,  'mse': 0.0237424958,  'ssim': 0.9058470873,  }
epoch   12 steps 238189:{'IoU': 0.5332730540,  'mse': 0.0231055747,  'ssim': 0.9054399568,  }
epoch   12 steps 241189:{'IoU': 0.5273625063,  'mse': 0.0237296211,  'ssim': 0.9050811321,  }
epoch   12 steps 244189:{'IoU': 0.5375322824,  'mse': 0.0231389803,  'ssim': 0.9103150814,  }
epoch   13 steps 248038:{'IoU': 0.5306469301,  'mse': 0.0235581463,  'ssim': 0.9051876757,  }
epoch   13 steps 251038:{'IoU': 0.5361092310,  'mse': 0.0229713393,  'ssim': 0.9056030898,  }
epoch   13 steps 254038:{'IoU': 0.5371828196,  'mse': 0.0230533205,  'ssim': 0.9060777499,  }
epoch   13 steps 257038:{'IoU': 0.5044903467,  'mse': 0.0261768375,  'ssim': 0.8982050717,  }
epoch   13 steps 260038:{'IoU': 0.5245428793,  'mse': 0.0243582407,  'ssim': 0.9051139785,  }
epoch   13 steps 263038:{'IoU': 0.5044931898,  'mse': 0.0257187107,  'ssim': 0.8970316699,  }
epoch   14 steps 266887:{'IoU': 0.5196176955,  'mse': 0.0241273912,  'ssim': 0.9010033098,  }
epoch   14 steps 269887:{'IoU': 0.5255522155,  'mse': 0.0239199823,  'ssim': 0.9029537846,  }
epoch   14 steps 272887:{'IoU': 0.5458550838,  'mse': 0.0224658921,  'ssim': 0.9110421667,  }
epoch   14 steps 275887:{'IoU': 0.5353918229,  'mse': 0.0234050492,  'ssim': 0.9073817885,  }
epoch   14 steps 278887:{'IoU': 0.5395061189,  'mse': 0.0230158597,  'ssim': 0.9077397660,  }
epoch   14 steps 281887:{'IoU': 0.5288061959,  'mse': 0.0239919279,  'ssim': 0.9057458797,  }
epoch   15 steps 285736:{'IoU': 0.5191283381,  'mse': 0.0245663766,  'ssim': 0.9024491180,  }
epoch   15 steps 288736:{'IoU': 0.5107906813,  'mse': 0.0252077654,  'ssim': 0.9013447908,  }
epoch   15 steps 291736:{'IoU': 0.5332178280,  'mse': 0.0236417978,  'ssim': 0.9059704006,  }
epoch   15 steps 294736:{'IoU': 0.5215324602,  'mse': 0.0245384177,  'ssim': 0.9030495164,  }
epoch   15 steps 297736:{'IoU': 0.5076483964,  'mse': 0.0260219584,  'ssim': 0.9000634323,  }
